3.828283 1.000000 0.988101 0.955055 0.889018 0.827605 0.808265 0.760176
3.868687 1.000000 0.989096 0.957573 0.896539 0.838653 0.816513 0.772316
3.909091 1.000000 0.990276 0.959851 0.903242 0.850334 0.828706 0.781391
3.949495 1.000000 0.991008 0.964292 0.913430 0.863742 0.842931 0.792553
3.989899 1.000000 0.991432 0.965382 0.918602 0.874362 0.854177 0.811687
4.030303 1.000000 0.991857 0.968403 0.923162 0.881727 0.861141 0.824088
4.070707 1.000000 0.992546 0.969726 0.928927 0.892580 0.868103 0.831660
4.111111 1.000000 0.994266 0.971854 0.931993 0.902991 0.876280 0.842620
4.151515 1.000000 0.996117 0.975133 0.936931 0.908637 0.881241 0.854183
4.191919 1.000000 0.996465 0.975731 0.940832 0.914169 0.888050 0.867400
4.232323 1.000000 0.996814 0.977931 0.943463 0.916860 0.899043 0.878227
4.272727 1.000000 0.997249 0.982055 0.946103 0.922413 0.904138 0.882148
4.313131 1.000000 0.997782 0.982759 0.950548 0.926270 0.911955 0.890333
4.353535 1.000000 0.998394 0.983913 0.956222 0.932561 0.920199 0.897123
4.393939 1.000000 0.999018 0.987101 0.962534 0.934798 0.924897 0.904136
4.434343 1.000000 0.999222 0.987601 0.967162 0.940001 0.929033 0.909289
4.474747 1.000000 0.999426 0.989256 0.968737 0.944152 0.929617 0.914428
4.515152 1.000000 0.999631 0.990629 0.973521 0.946390 0.934934 0.917322
4.555556 1.000000 0.999835 0.992162 0.975517 0.949882 0.938265 0.920967
4.595960 1.000000 1.000000 0.992491 0.976275 0.955318 0.940708 0.929012
4.636364 1.000000 1.000000 0.992820 0.979189 0.958588 0.942820 0.931530
4.676768 1.000000 1.000000 0.993903 0.980311 0.965099 0.948556 0.936521
4.717172 1.000000 1.000000 0.994584 0.980977 0.968618 0.953202 0.939413
4.757576 1.000000 1.000000 0.995957 0.985113 0.972031 0.954896 0.941315
4.797980 1.000000 1.000000 0.996742 0.985562 0.972815 0.956979 0.945153
4.838384 1.000000 1.000000 0.997225 0.986034 0.974283 0.961007 0.946874
4.878788 1.000000 1.000000 0.997567 0.987597 0.977935 0.962600 0.949963
4.919192 1.000000 1.000000 0.997909 0.990280 0.978611 0.966390 0.951959
4.959596 1.000000 1.000000 0.999052 0.992075 0.979831 0.967530 0.953803
5.000000 1.000000 1.000000 0.999133 0.992689 0.982061 0.970049 0.956987
