1.000000 2.917672 3.457709 2.836528
1.100000 2.953182 3.559202 2.836484
1.200000 3.017721 3.584078 2.841795
1.300000 3.093236 3.624875 2.885578
1.400000 3.136575 3.576874 2.916358
1.500000 3.160952 3.629779 2.922905
1.600000 3.199812 3.637268 2.977588
1.700000 3.275961 3.622823 2.947303
1.800000 3.285277 3.597571 2.998119
1.900000 3.289146 3.637047 2.972246
2.000000 3.333386 3.650123 2.976418
2.100000 3.357465 3.641516 2.950560
2.200000 3.342756 3.630108 2.948758
2.300000 3.381608 3.624106 2.909809
2.400000 3.391149 3.615235 2.926630
2.500000 3.424297 3.612863 2.956700
2.600000 3.401856 3.605979 2.924565
2.700000 3.429245 3.623826 2.949483
2.800000 3.462915 3.631931 2.954687
2.900000 3.400302 3.595004 2.972169
3.000000 3.476954 3.600929 2.991086
3.100000 3.462996 3.596723 2.946514
3.200000 3.476148 3.631075 2.968727
3.300000 3.473737 3.654082 3.002999
3.400000 3.517564 3.592589 2.972519
3.500000 3.517373 3.664182 3.047639
3.600000 3.529428 3.641337 3.088764
3.700000 3.503377 3.593083 3.096851
3.800000 3.564063 3.645412 3.058020
3.900000 3.498546 3.575961 3.119854
4.000000 3.563089 3.627889 3.116075
4.100000 3.535937 3.631781 3.146197
4.200000 3.505810 3.657070 3.134047
4.300000 3.532705 3.633998 3.188867
4.400000 3.512000 3.643237 3.181046
4.500000 3.525243 3.639181 3.204901
4.600000 3.543674 3.586901 3.199313
4.700000 3.535450 3.628009 3.201119
4.800000 3.610536 3.663845 3.210897
4.900000 3.542628 3.624546 3.208324
5.000000 3.595398 3.624935 3.227445
5.100000 3.529837 3.659938 3.178507
5.200000 3.504212 3.623288 3.224805
5.300000 3.581377 3.626246 3.279469
5.400000 3.531308 3.612191 3.269259
5.500000 3.569054 3.626093 3.296352
5.600000 3.563891 3.602321 3.311238
5.700000 3.505605 3.640271 3.356252
5.800000 3.520657 3.614553 3.369129
5.900000 3.560106 3.674637 3.385157
6.000000 3.560068 3.635162 3.378176
