1.000000 0.000000
1.090909 0.000000
1.181818 0.000000
1.272727 0.001129
1.363636 0.001608
1.454545 0.002077
1.545455 0.002499
1.636364 0.002921
1.727273 0.008151
1.818182 0.014374
1.909091 0.019980
2.000000 0.030615
2.090909 0.042242
2.181818 0.054203
2.272727 0.068609
2.363636 0.092952
2.454545 0.121350
2.545455 0.149756
2.636364 0.180247
2.727273 0.206940
2.818182 0.243429
2.909091 0.278916
3.000000 0.316559
3.090909 0.352056
3.181818 0.386461
3.272727 0.419560
3.363636 0.455450
3.454545 0.481508
3.545455 0.512896
3.636364 0.541784
3.727273 0.567391
3.818182 0.593273
3.909091 0.614427
4.000000 0.643063
4.090909 0.671669
4.181818 0.699397
4.272727 0.722574
4.363636 0.746390
4.454545 0.766271
4.545455 0.783930
4.636364 0.805804
4.727273 0.821423
4.818182 0.841114
4.909091 0.849468
5.000000 0.860225
5.090909 0.868607
5.181818 0.880155
5.272727 0.891648
5.363636 0.904826
5.454545 0.914708
5.545455 0.919451
5.636364 0.924778
5.727273 0.933286
5.818182 0.937085
5.909091 0.941689
6.000000 0.949467
6.090909 0.951692
6.181818 0.957945
6.272727 0.961391
6.363636 0.965695
6.454545 0.966673
6.545455 0.969348
6.636364 0.971525
6.727273 0.974083
6.818182 0.975560
6.909091 0.979422
7.000000 0.981194
7.090909 0.983310
7.181818 0.984018
7.272727 0.984863
7.363636 0.986044
7.454545 0.990737
7.545455 0.991263
7.636364 0.991569
7.727273 0.991875
7.818182 0.992203
7.909091 0.992547
8.000000 0.992891
8.090909 0.994121
8.181818 0.994313
8.272727 0.994505
8.363636 0.994697
8.454545 0.994889
8.545455 0.995437
8.636364 0.996718
8.727273 0.997043
8.818182 0.997095
8.909091 0.997147
9.000000 0.997199
9.090909 0.997251
9.181818 0.997303
9.272727 0.997354
9.363636 0.997406
9.454545 0.997458
9.545455 0.997510
9.636364 0.997562
9.727273 0.997614
9.818182 0.997666
9.909091 0.997718
10.000000 0.997770
