1.000000 2.893369
1.100000 2.943949
1.200000 3.022183
1.300000 3.086241
1.400000 3.134531
1.500000 3.109118
1.600000 3.187056
1.700000 3.253778
1.800000 3.221161
1.900000 3.268231
2.000000 3.319376
2.100000 3.329646
2.200000 3.372736
2.300000 3.380895
2.400000 3.385999
2.500000 3.361939
2.600000 3.392044
2.700000 3.407859
2.800000 3.447581
2.900000 3.447054
3.000000 3.482095
3.100000 3.471999
3.200000 3.532601
3.300000 3.512955
3.400000 3.496766
3.500000 3.467510
3.600000 3.505944
3.700000 3.518491
3.800000 3.543664
3.900000 3.515640
4.000000 3.516210
4.100000 3.502432
4.200000 3.570903
4.300000 3.544726
4.400000 3.518825
4.500000 3.575939
4.600000 3.552860
4.700000 3.562294
4.800000 3.555978
4.900000 3.539122
5.000000 3.555686
5.100000 3.534313
5.200000 3.554403
5.300000 3.555139
5.400000 3.539146
5.500000 3.552872
5.600000 3.508099
5.700000 3.538682
5.800000 3.583423
5.900000 3.534657
6.000000 3.541163
