1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.040404 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.080808 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.121212 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.161616 0.001224 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.202020 0.003997 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.242424 0.010141 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.282828 0.019032 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.323232 0.030363 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.363636 0.047083 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.404040 0.064335 0.001425 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.444444 0.082969 0.003311 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.484848 0.106720 0.004266 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.525253 0.137156 0.008480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.565657 0.175874 0.017018 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.606061 0.212484 0.024207 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.646465 0.246660 0.033712 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.686869 0.281379 0.045637 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.727273 0.318114 0.055088 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.767677 0.364731 0.070744 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.808081 0.408712 0.092812 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.848485 0.435585 0.125528 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.888889 0.482395 0.149087 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.929293 0.517428 0.176207 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.969697 0.548565 0.205157 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.010101 0.573156 0.233374 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.050505 0.604328 0.276501 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.090909 0.640838 0.306885 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.131313 0.666441 0.337430 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.171717 0.695112 0.369830 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.212121 0.721426 0.404868 0.002740 0.000000 0.000000 0.000000 0.000000 0.000000
2.252525 0.742577 0.438276 0.005589 0.000000 0.000000 0.000000 0.000000 0.000000
2.292929 0.758120 0.464660 0.008123 0.000000 0.000000 0.000000 0.000000 0.000000
2.333333 0.776326 0.488604 0.013686 0.000000 0.000000 0.000000 0.000000 0.000000
2.373737 0.801197 0.513178 0.016781 0.000000 0.000000 0.000000 0.000000 0.000000
2.414141 0.816052 0.546466 0.025829 0.000000 0.000000 0.000000 0.000000 0.000000
2.454545 0.832537 0.565791 0.033601 0.000000 0.000000 0.000000 0.000000 0.000000
2.494949 0.851029 0.589341 0.038321 0.001125 0.000000 0.000000 0.000000 0.000000
2.535354 0.862907 0.606678 0.042889 0.001443 0.000000 0.001041 0.000000 0.000000
2.575758 0.876687 0.625112 0.051687 0.001762 0.000000 0.001322 0.000000 0.000000
2.616162 0.887553 0.643674 0.065191 0.002485 0.001291 0.001603 0.000000 0.000000
2.656566 0.896499 0.664929 0.078206 0.005721 0.002876 0.001884 0.001517 0.000000
2.696970 0.904592 0.682682 0.087807 0.009755 0.004085 0.003026 0.002803 0.001654
2.737374 0.920002 0.701603 0.102221 0.013106 0.004834 0.003517 0.003774 0.003107
2.777778 0.928380 0.717840 0.125797 0.017845 0.005513 0.004187 0.005721 0.003728
2.818182 0.933573 0.737307 0.143947 0.020983 0.006433 0.005660 0.009763 0.004644
2.858586 0.937848 0.752179 0.154570 0.025458 0.009187 0.009273 0.014546 0.007097
2.898990 0.941998 0.771669 0.169493 0.030926 0.011884 0.011041 0.016064 0.008964
2.939394 0.949574 0.787147 0.192420 0.037670 0.017112 0.015360 0.023331 0.012276
2.979798 0.957114 0.807330 0.220235 0.045889 0.024327 0.017283 0.027271 0.013835
3.020202 0.960741 0.822227 0.241124 0.063474 0.026860 0.019478 0.032982 0.026648
3.060606 0.963784 0.832823 0.268561 0.079150 0.034358 0.026810 0.039910 0.031849
3.101010 0.966232 0.847198 0.293055 0.098079 0.042655 0.034673 0.047101 0.040618
3.141414 0.966956 0.854870 0.308803 0.119601 0.052545 0.043788 0.056132 0.049052
3.181818 0.972070 0.870029 0.333619 0.136654 0.060783 0.059098 0.066231 0.063123
3.222222 0.975533 0.887190 0.365037 0.151992 0.074804 0.070240 0.079828 0.075706
3.262626 0.980112 0.901332 0.390653 0.175227 0.092877 0.080366 0.099267 0.083276
3.303030 0.981542 0.907613 0.411833 0.195035 0.102927 0.092805 0.109670 0.093668
3.343434 0.984034 0.917540 0.429312 0.210329 0.121389 0.111132 0.124524 0.108532
3.383838 0.985205 0.930804 0.463640 0.238607 0.141927 0.129124 0.152276 0.130061
3.424242 0.987218 0.934914 0.492254 0.256998 0.162190 0.146696 0.164134 0.150576
3.464646 0.988935 0.941209 0.524325 0.273818 0.190268 0.165863 0.185125 0.163742
3.505051 0.989669 0.947486 0.555062 0.301824 0.219644 0.186032 0.199557 0.183366
3.545455 0.991263 0.950995 0.571434 0.329246 0.245415 0.201555 0.222295 0.199780
