1.000000 0.000000 0.000000 0.000000 0.000000
1.090909 0.000000 0.000000 0.000000 0.000000
1.181818 0.000000 0.000000 0.000000 0.000000
1.272727 0.000000 0.000000 0.000000 0.000000
1.363636 0.000000 0.000000 0.000000 0.000000
1.454545 0.000000 0.000000 0.000000 0.000000
1.545455 0.000000 0.000000 0.000000 0.000000
1.636364 0.000000 0.000000 0.000000 0.000000
1.727273 0.000000 0.000000 0.000000 0.000000
1.818182 0.000000 0.000000 0.000000 0.000000
1.909091 0.000000 0.000000 0.000000 0.000000
2.000000 0.000000 0.000000 0.000000 0.000000
2.090909 0.001995 0.000000 0.000000 0.000000
2.181818 0.002622 0.000000 0.000000 0.000000
2.272727 0.003962 0.000000 0.000000 0.000000
2.363636 0.006927 0.000000 0.000000 0.000000
2.454545 0.015321 0.001464 0.000000 0.000000
2.545455 0.026878 0.002584 0.000000 0.000000
2.636364 0.047428 0.007282 0.000000 0.000000
2.727273 0.067174 0.009484 0.000000 0.000000
2.818182 0.095954 0.015723 0.000000 0.002449
2.909091 0.132036 0.028440 0.004302 0.005047
3.000000 0.182081 0.050682 0.010557 0.007305
3.090909 0.224109 0.088049 0.013561 0.009775
3.181818 0.281986 0.115627 0.019796 0.016991
3.272727 0.331874 0.152964 0.029588 0.028801
3.363636 0.387681 0.209143 0.041600 0.046445
3.454545 0.441872 0.262865 0.057678 0.070740
3.545455 0.499987 0.304035 0.087658 0.106645
3.636364 0.550702 0.355472 0.113719 0.133407
3.727273 0.600062 0.407092 0.139384 0.161910
3.818182 0.637966 0.464092 0.172587 0.196173
3.909091 0.688727 0.514957 0.202950 0.235482
4.000000 0.726022 0.548822 0.238151 0.264938
4.090909 0.760459 0.592834 0.275762 0.310812
4.181818 0.783667 0.628273 0.311756 0.350374
4.272727 0.801969 0.662766 0.354430 0.384378
4.363636 0.826926 0.695194 0.401813 0.428218
4.454545 0.853627 0.725719 0.427404 0.455812
4.545455 0.876182 0.751045 0.473844 0.499717
4.636364 0.890350 0.769469 0.498513 0.543649
4.727273 0.899716 0.788359 0.537925 0.581945
4.818182 0.914633 0.815189 0.576483 0.618827
4.909091 0.922511 0.833245 0.600703 0.652943
5.000000 0.934023 0.861345 0.646282 0.692890
5.090909 0.940604 0.885693 0.665481 0.719961
5.181818 0.947018 0.898083 0.700648 0.757423
5.272727 0.950275 0.911588 0.734651 0.775987
5.363636 0.956408 0.921628 0.762321 0.799480
5.454545 0.963199 0.931868 0.783949 0.818673
5.545455 0.970546 0.939900 0.802871 0.841334
5.636364 0.972718 0.949064 0.827827 0.860073
5.727273 0.976852 0.953868 0.839683 0.872499
5.818182 0.981632 0.961350 0.848628 0.884696
5.909091 0.985183 0.968667 0.866076 0.893774
6.000000 0.986479 0.974643 0.879525 0.906069
6.090909 0.986997 0.977713 0.892289 0.916398
6.181818 0.987688 0.982523 0.903562 0.918998
6.272727 0.990572 0.986251 0.913048 0.929193
6.363636 0.991806 0.986955 0.921292 0.939334
6.454545 0.993348 0.988493 0.931071 0.948061
6.545455 0.994235 0.990353 0.942709 0.955587
6.636364 0.995167 0.992695 0.946891 0.958646
6.727273 0.995963 0.994276 0.953667 0.965399
6.818182 0.996271 0.994637 0.962487 0.969366
6.909091 0.996555 0.994998 0.965679 0.975501
7.000000 0.996839 0.995687 0.968968 0.980399
7.090909 0.997176 0.997070 0.974037 0.983308
7.181818 0.997581 0.997330 0.976716 0.984078
7.272727 0.997985 0.997589 0.981091 0.987830
7.363636 0.998048 0.997849 0.982081 0.988547
7.454545 0.998097 0.998065 0.984095 0.989191
7.545455 0.998147 0.998220 0.984655 0.989933
7.636364 0.998196 0.998375 0.986278 0.990758
7.727273 0.998246 0.998530 0.987595 0.992033
7.818182 0.998295 0.998685 0.988951 0.992455
7.909091 0.998345 0.998841 0.992554 0.992877
8.000000 0.998395 0.998996 0.994256 0.994377
8.090909 0.998444 0.999112 0.995929 0.996133
8.181818 0.998494 0.999227 0.997083 0.997026
8.272727 0.998543 0.999342 0.997189 0.997220
8.363636 0.998593 0.999457 0.997295 0.997413
8.454545 0.998642 0.999572 0.997401 0.997607
8.545455 0.998692 0.999687 0.997507 0.997801
8.636364 0.998741 0.999802 0.997613 0.997994
8.727273 0.998791 0.999917 0.997719 0.998530
8.818182 0.998841 1.000000 0.997825 0.999004
8.909091 0.998890 1.000000 0.997931 0.999029
9.000000 0.998940 1.000000 0.999003 0.999054
9.090909 0.998989 1.000000 0.999058 0.999080
9.181818 0.999017 1.000000 0.999114 0.999105
9.272727 0.999039 1.000000 0.999169 0.999130
9.363636 0.999062 1.000000 0.999225 0.999156
9.454545 0.999084 1.000000 0.999281 0.999181
9.545455 0.999106 1.000000 0.999336 0.999206
9.636364 0.999128 1.000000 0.999392 0.999232
9.727273 0.999150 1.000000 0.999447 0.999257
9.818182 0.999172 1.000000 0.999503 0.999282
9.909091 0.999195 1.000000 0.999559 0.999308
10.000000 0.999217 1.000000 0.999614 0.999333
